記事ID,収集日時(UTC),ソース,タイトル,URL,公開日,概要(先頭200字),企業名,軸1_組織,軸2_制度仕組み,軸3_コンプライアンス,軸4_業務プロセス,軸5_データマネジメント,軸6_生成AI活用,軸7_業務統合,主要評価軸,推定レベル,判定根拠
2356ee2dbe6b,2026/5/26 12:56,PR TIMES,ハンディ端末キッティング業務へのAIエージェント活用に向けた実証実験を開始 ～生成AIと精緻な手順書の連携で工数50%削減を達成、自律的なエラー検知・自動化の実現を目指す～,https://prtimes.jp/main/html/rd/p/000000128.000092212.html,2026/5/26,"[オーエムネットワーク株式会社]
オーエムネットワーク株式会社（本社：新潟県新潟市中央区、代表取締役：山岸 真也）は、端末キッティング業務におけるAIエージェントを活用した作業自動化・効率化の実現に向けた実証実験を開始しました。本実証...",オーエムネットワーク株式会社,2,2,1,3,1,2,2,生成AI活用対象の業務プロセス,3,端末キッティング業務プロセスの標準化と精緻な手順書に基づくAIエージェント実装で、工数50%削減を達成。業務プロセスの標準化と自動化が進展。
f2a8887f0688,2026/5/26 12:56,PR TIMES,人材育成・社員研修の「アルー」人事担当者向け無料オンラインセミナー開催スケジュールのお知らせ　シニア社員のモチベーション支援や、AIによる研修成果の可視化をテーマに開催,https://prtimes.jp/main/html/rd/p/000000171.000052583.html,2026/5/26,"[アルー株式会社]
社会人向け教育サービスの提供を行うアルー株式会社（本社：東京都千代田区 、代表取締役社長：落合文四郎、証券コード：7043）は、人事担当者向け無料オンラインセミナーを下記の通り開催します。

■2026年6月前...",アルー株式会社,1,2,,1,,1,1,制度・仕組み,2,人事研修におけるAI活用の啓発セミナー開催。AIによる研修成果可視化の取り組み紹介だが、組織全体での制度化は未成熟。
3fcf35131f4b,2026/5/26 12:56,PR TIMES,【各会場20名限定】生成AI導入の「現場のリアル」をきれいごとなしで語り尽くす。サイバーコムが交流会付き実践セミナーを福岡・名古屋で開催,https://prtimes.jp/main/html/rd/p/000000028.000151917.html,2026/5/26,"[サイバーコム株式会社]
サイバーコム株式会社（本社：神奈川県横浜市）は、生成AIの開発・企業導入を牽引するエキスパート登壇による実践セミナー『技術エキスパートとソリューションオーナーが本音で語る ""生成AI活用の未来""』を、2026...",サイバーコム株式会社,2,1,1,,,1,1,組織,2,生成AI導入の実践的な情報共有セミナー開催による認識醸成。組織レベルでの導入検討を促す取り組みだが、各社の具体的導入は記事範囲外。
702d06fb3f84,2026/5/26 12:56,PR TIMES,応対評価自動化サービス「Dr.Tel」、「導入社数」「利用継続率」など3部門でNo.1を獲得,https://prtimes.jp/main/html/rd/p/000000122.000015527.html,2026/5/26,"[株式会社スタジアム]
株式会社エクサウィザーズ（東京都港区、代表取締役社長 CEO：春田 真、以下エクサウィザーズ）のグループ会社である株式会社スタジアム（東京都港区、代表取締役：河嶋 孝俊、以下スタジアム）は、日本マーケテ...",株式会社スタジアム、株式会社エクサウィザーズ,1,2,2,3,2,3,3,生成AIの業務プロセスへの統合,3,応対評価業務にAIを組み込み、複数企業での導入・継続利用実績あり。業務プロセスへのAI統合が標準化・体系化された段階。
e403a034ef2b,2026/5/26 12:56,PR TIMES,KnowBe4、AIネイティブな攻撃シミュレーション＆トレーニング製品および新たなAIエージェントを発表,https://prtimes.jp/main/html/rd/p/000000303.000053624.html,2026/5/23,"[KnowBe4 Japan]
AIエージェントと人の双方をセキュアに保つ、デジタルワークフォースセキュリティのグローバルリーダー、KnowBe4(https://www.knowbe4.com/ja/)は本日、ニーズに合わせて選べる2つの新プランに刷新したセキュリテ...",KnowBe4,1,1,3,2,2,2,2,コンプライアンス,3,セキュリティとAI倫理を重視したAIエージェント製品開発。デジタルワークフォースセキュリティを標準化・体系化した実装アプローチ。
0467fdaec60c,2026/5/26 12:57,PR TIMES,キンドリル、エージェンティックAIを活用した、ITサービス高度化ソリューションを日本で提供開始,https://prtimes.jp/main/html/rd/p/000000199.000089286.html,2026/5/26,"[キンドリルジャパン株式会社]
キンドリルジャパン株式会社（以下 キンドリルジャパン）は本日、エージェンティックAIを活用し、ITインフラの設計、構築、運用、保守にわたる業務を高度化する「ITサービス高度化ソリューション」を日本で提供開...",キンドリルジャパン株式会社,1,1,,3,,2,2,生成AI活用対象の業務プロセス,3,ITインフラの設計・構築・運用・保守業務を対象にエージェンティックAIを活用。顧客向けソリューション提供だが、組織内での体系的実装は限定的
ed96489ff643,2026/5/26 12:57,PR TIMES,アスエネ、AIサステナビリティプラットフォームのデモ動画を公開,https://prtimes.jp/main/html/rd/p/000000692.000058538.html,2026/5/26,"[アスエネ株式会社]
アスエネ株式会社（本社：東京都港区、代表取締役CEO：西和田浩平、以下「当社」）は、企業のサステナビリティ対応を進化させる「AIサステナビリティプラットフォーム」の機能を紹介するデモ動画を公開しました。...",アスエネ株式会社,1,1,,2,2,2,2,生成AI活用対象の業務プロセス,2,サステナビリティ対応業務を対象とするAIプラットフォーム提供。機能紹介段階で、顧客での運用成熟度は不明
ca1304f364b4,2026/5/26 12:57,PR TIMES,ボイス型自動対話システム市場でシェア1位を獲得 　～電話応対AIサービス「LINE WORKS AiCall」～,https://prtimes.jp/main/html/rd/p/000000534.000020202.html,2026/5/26,"[LINE WORKS]
ビジネス現場のコミュニケーションツール「LINE WORKS」や各種AI製品を提供するLINE WORKS株式会社（本社：東京都渋谷区、代表取締役社長：島岡 岳史）は、電話応対AIサービス「LINE WORKS AiCall」が、デロイト ...",LINE WORKS株式会社,2,2,2,3,2,3,3,生成AIの業務プロセスへの統合,3,電話応対業務にAI統合。市場シェア1位獲得は標準化・一貫運用段階。ただし顧客企業での導入成熟度は個別
55a975406e9d,2026/5/26 12:57,PR TIMES,Notta、「ITreview The Best Software in Japan 2026」にて「生成AI部門」および「文字起こしソフト部門」をダブル受賞！,https://prtimes.jp/main/html/rd/p/000000067.000106830.html,2026/5/26,"[Ｎｏｔｔａ株式会社]
AI文字起こし・議事録作成ツール「Notta」を提供するＮｏｔｔａ株式会社（本社：東京都千代田区、代表取締役：Ryan Zhang）は、国内最大級のIT製品比較プラットフォーム「ITreview」を運営するアイティクラウド株...",Notta株式会社、アイティクラウド株式会社,1,1,,2,2,2,2,生成AI活用対象の業務プロセス,2,文字起こし・議事録作成業務向けAI搭載ツール。業界評価受賞段階で、顧客の導入・運用体系化は初期段階
e7dc95e2db8c,2026/5/26 12:57,PR Newswire,Connect Trade Launches Developer Portal Built for the AI Coding Era,https://www.prnewswire.com/news-releases/connect-trade-launches-developer-portal-built-for-the-ai-coding-era-302781824.html,"Tue, 26 May 2026 12:46:00 +0000","Sign up. Copy a prompt. Start trading. CHICAGO, May 26, 2026 /PRNewswire/ -- Connect Trade, the unified broker connectivity API for fintech platforms, today launched the Connect Trade Developer Portal",Connect Trade,1,1,,2,,2,1,生成AI活用,2,開発者ポータルをAIコーディング時代向けに構築。基本的なAI機能提供だが、体系的な運用段階は初期的です。
8cf04fb1fd37,2026/5/26 12:59,PR TIMES,第13回JR東日本スタートアッププログラム DEMO DAYに、株式会社Kailas Roboticsが登壇,https://prtimes.jp/main/html/rd/p/000000008.000153606.html,2026/5/26,"[株式会社Kailas Robotics]
株式会社Kailas Robotics（本社：埼玉県川口市、代表取締役：塩見 佳久、アデイヤスレン・アルタンビレグ、以下「Kailas Robotics」）は、2026年6月4日（木）に開催される「第13回JR東日本スタートアッププログラ...",株式会社Kailas Robotics、JR東日本,,,,,,,,,,記事内容が不完全であり、Kailas Roboticsの具体的な事業内容や生成AI活用状況が記載されていない。
85776cc1a28b,2026/5/26 12:59,PR TIMES,【5/30(土)開催】決算後初のリアル登壇：ZETA代表の山崎が個人投資家向けIRセミナー「神戸投資勉強会」へ登壇～最新決算および生成AI時代の成長戦略とエージェンティックコマースの展望を徹底解説～,https://prtimes.jp/main/html/rd/p/000000616.000038104.html,2026/5/26,"[ZETA株式会社]
CX向上生成AIソリューション「ZETA CXシリーズ」を提供し、顧客体験価値の向上を支援するZETA株式会社(本社：東京都世田谷区、以下ZETA)は、2026年5月30日(土)に東京で開催される個人投資家向けIRセミナー「神戸...",ZETA株式会社,2,,,2,,2,2,生成AI活用,2,ZETA CXシリーズという生成AIソリューションを提供し、顧客体験向上が明文化された方針として示されている。事業戦略レベルでの位置づけが確認できる。
244694b28c3a,2026/5/26 12:59,PR TIMES,セキュリティ内製化の最大の障壁を突破。本番環境の多要素認証サイトも専門知識不要で診断可能に,https://prtimes.jp/main/html/rd/p/000000086.000051317.html,2026/5/26,"[株式会社エーアイセキュリティラボ]
株式会社エーアイセキュリティラボ（https://www.aeyesec.jp/ 東京都千代田区 代表取締役社長：青木 歩）は2026年5月23日（月）、AIを活用したクラウド型Webアプリケーション脆弱性診断ツール「AeyeScan」におい...",株式会社エーアイセキュリティラボ,,,2,2,,2,2,コンプライアンス,2,AIを活用したセキュリティ診断ツール「AeyeScan」により、本番環境での脆弱性診断を自動化。セキュリティコンプライアンスの業務プロセス標準化を実現している。
dea83079c7c7,2026/5/26 12:59,PR TIMES,Claude Mythosが示すAI時代のサイバーリスクに、日本発の数学的対抗技術-GhostDrift、ADICサイバーアシュアランス拡張のLean形式証明を公開,https://prtimes.jp/main/html/rd/p/000000003.000182721.html,2026/5/26,"[株式会社GhostDrift数理研究所]
[画像1: https://prcdn.freetls.fastly.net/release_image/182721/3/182721-3-be4ba6394cdbeefd410d9d0f31f26726-1536x1024.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&",株式会社GhostDrift数理研究所,,,3,,,2,,コンプライアンス,3,AIセキュリティリスク対応として数学的証明技術を導入・公開。セキュリティ対策の標準化・体系化段階
1d15c60bb6c1,2026/5/26 12:59,PR Newswire,Crew Scaler Releases Landmark Agentic AI Security Study for Multi-Agent Systems,https://www.prnewswire.com/news-releases/crew-scaler-releases-landmark-agentic-ai-security-study-for-multi-agent-systems-302781841.html,"Tue, 26 May 2026 12:57:00 +0000","BALTIMORE, May 26, 2026 /PRNewswire/ -- Crew Scaler, an AI-first nonprofit focused on safe and secure AI adoption, has released one of the first book-length security analyses of multi-agent ""agentic A",Crew Scaler,2,2,3,,,2,,コンプライアンス,3,マルチエージェントAI システムのセキュリティ分析を実施。生成AI倫理とリスク管理に関する体系的研究で、業界標準化への取り組みを示している。
64f2873db422,2026/5/26 13:05,PR TIMES,Google AIモードも認めた“検索創出”とは。「ギルティ炭酸」にも共通する、検索を意図的に創るマーケティングをPIVOTで解説,https://prtimes.jp/main/html/rd/p/000000121.000070822.html,2026/5/26,"[株式会社 キーワードマーケティング]
株式会社ベクトル（本社：東京都港区、代表取締役社長CEO：西江 肇司、東証プライム：6058）の子会社である株式会社キーワードマーケティング（本社：東京都港区、代表取締役社長：瀧沢 貴浩、以降「当社」）は、...",株式会社キーワードマーケティング、株式会社ベクトル,1,1,,2,,2,2,生成AI活用,2,Google AI検索と連携した検索創出マーケティング戦略を提示。生成AI活用の手法を標準化・基本方針化し始めた段階
